appId,id,domainId,v1,v2,v3,v4,v5,v6,y,y_ai,y_txai,y_iso
NHANES,77,0,72,1.0,1.0,28.323553497650995,5.7,1.0,,30.57641100840187,49.28650816127061,49.92460118423247
NHANES,78,0,69,1.0,0.0,22.60637413705642,6.1,1.0,,67.89903412101444,58.10992746407878,56.28085263032833
NHANES,79,0,80,1.0,1.0,26.40710622365534,6.2,1.0,,56.39215774095,57.84187499443787,57.86017002182287
NHANES,80,0,59,0.0,1.0,39.1018835673604,6.3,1.0,,76.80549554887263,55.28932225464482,57.75664193355499
NHANES,82,0,72,1.0,1.0,32.137666798784515,6.4,0.0,,60.73263851561108,49.20508178131532,50.10945060137362
NHANES,83,0,53,0.0,0.0,30.52501916189465,5.6,1.0,,30.70764252392484,45.5231976638489,45.645251309418754
NHANES,84,0,76,1.0,1.0,24.363181468440608,7.0,1.0,,88.59372357379935,66.53050401191949,66.80785562799
NHANES,85,0,53,0.0,1.0,28.39995838686898,6.7,1.0,,92.29709862817052,51.84677558291877,54.493295869368495
NHANES,86,0,80,1.0,0.0,27.963240918056915,5.5,0.0,,26.84795154578673,44.24848480242849,41.89207614756773
NHANES,87,0,68,1.0,1.0,28.106261391753023,6.2,1.0,,62.09645936392975,54.91451940606318,55.85042089477476
NHANES,88,0,67,0.0,0.0,39.15934917355372,5.3,1.0,,28.57364021047784,51.72085289222257,51.03090110653692
NHANES,91,0,46,0.0,1.0,19.022277077160776,5.0,0.0,,22.81905784978837,6.431138635313388,9.469213167546826
NHANES,92,0,70,1.0,0.0,24.607296391964294,5.2,1.0,,26.03982951380693,46.95355732113565,45.080824112241686
NHANES,93,0,80,1.0,0.0,24.76586888657648,6.8,0.0,,88.93016272621857,60.6473917134135,58.2410265711887
NHANES,94,0,71,1.0,0.0,29.17117360735533,7.7,1.0,,98.4363264542463,85.949041629493,84.17516774776512
NHANES,95,0,80,1.0,1.0,31.373721423080724,5.6,0.0,,27.630968329416604,40.00225095453685,40.28564896713278
NHANES,96,0,80,1.0,1.0,23.53078605581059,5.5,1.0,,27.77141711518693,45.95526825379292,45.88549641010785
NHANES,98,0,53,1.0,0.0,28.7351633492481,5.4,0.0,,23.272701309010195,34.20877338208982,33.83838169517371
NHANES,99,0,79,0.0,1.0,29.4265295132392,7.4,1.0,,96.31136316460248,71.2936116019265,72.0858520316247
NHANES,100,0,68,1.0,0.0,35.215318869165024,7.3,0.0,,96.46375630338318,70.66136945794103,69.40293490374475
NHANES,101,0,60,0.0,0.0,37.57129046829025,6.5,0.0,,77.98458245001743,52.80667219869612,52.76994387324025
NHANES,102,0,80,1.0,0.0,37.05044429593326,5.7,0.0,,28.95745685029627,53.1389329927756,51.01435174219654
NHANES,103,0,73,1.0,0.0,33.43333506872136,7.2,1.0,,98.18135646461675,82.3336449969233,80.50895286158263
NHANES,104,0,68,1.0,1.0,25.05930702662969,4.8,0.0,,26.440922460405723,20.348447862903,21.3306283802591
NHANES,105,0,52,1.0,1.0,20.368113131046087,5.2,1.0,,26.22251850873344,30.11214254419396,31.99832125471888
NHANES,106,0,80,1.0,0.0,31.83673469387756,5.9,1.0,,45.64314579831069,65.11452003577652,62.70942995509361
NHANES,107,0,80,0.0,0.0,32.22868260481572,4.6,0.0,,25.31405598959543,28.942686193559776,27.27000646468144
NHANES,108,0,77,0.0,0.0,22.620347020964285,6.0,0.0,,29.75357335418718,41.49075678282567,39.82891004146383
NHANES,109,0,48,1.0,1.0,27.76227024262863,5.8,0.0,,27.0990823058544,29.633260223059715,32.164629247647206
NHANES,110,0,53,0.0,0.0,25.6451787064032,6.6,1.0,,87.61736096769025,56.52887479479705,56.55198335405198
NHANES,112,0,71,1.0,1.0,32.51821019771072,7.5,0.0,,90.72306594271342,64.7943812212006,65.80656763226631
NHANES,113,0,43,0.0,1.0,23.25968613404951,5.3,1.0,,24.89980882418252,25.09992404082968,28.314889806913417
NHANES,114,0,46,0.0,1.0,26.356890834082343,5.0,0.0,,23.015767524060426,11.306691593504176,14.528158535637305
NHANES,115,0,71,0.0,0.0,23.176496079737426,5.0,0.0,,23.37727832743077,25.582564078550984,24.34911483940265
NHANES,116,0,69,1.0,0.0,32.13052816885963,5.6,0.0,,26.37933773686738,44.72479198550833,43.27708231912612
NHANES,117,0,74,1.0,0.0,30.487794584516863,5.7,0.0,,27.7393080474408,46.74811003254805,44.8969989778618
NHANES,118,0,57,0.0,0.0,24.8904022253442,6.2,0.0,,39.944688171110265,39.0882304577644,38.94629277982578
NHANES,119,0,71,1.0,1.0,22.99584537860354,5.2,0.0,,26.64143004493653,25.69079379049516,26.411827397143654
NHANES,120,0,58,1.0,0.0,27.521175406375924,5.9,0.0,,28.502206562469024,42.21687782937087,41.463032550338696
NHANES,121,0,44,0.0,0.0,29.216792672566186,5.4,0.0,,24.36129374005559,26.169641680831784,27.06547267112719
NHANES,122,0,58,1.0,0.0,25.404141976124187,5.3,0.0,,23.36948496689181,32.25993968674121,31.439319400228115
NHANES,123,0,71,0.0,0.0,34.43617054701983,6.7,1.0,,94.32528386826776,69.88273309325795,68.81527381411298
NHANES,124,0,42,0.0,0.0,22.87652371637192,4.6,0.0,,22.7865460193596,9.879350996141255,
NHANES,125,0,67,1.0,0.0,33.07148883732595,6.6,0.0,,87.29642917433085,58.923602522765,57.66834282990838
NHANES,126,0,56,1.0,0.0,25.857128621433485,6.4,1.0,,88.53573286580409,60.15073888715647,59.35791367905683
NHANES,127,0,69,1.0,0.0,30.393219687525534,7.6,0.0,,96.98725355189448,72.06887444923689,70.62386352488957
NHANES,128,0,68,1.0,1.0,24.83791775173611,5.5,1.0,,28.01189637436472,42.76732209272099,43.60535467692468
NHANES,129,0,80,1.0,1.0,26.21656072415264,6.6,1.0,,78.63928378082979,63.41499871489538,63.43775697465401
NHANES,130,0,46,0.0,1.0,28.89926151334707,5.8,0.0,,26.19810006125264,24.396257756580475,27.6997484934902
NHANES,131,0,73,1.0,0.0,27.80818687101577,5.8,0.0,,28.53967784829329,46.05376534009476,44.210887873608776
NHANES,133,0,62,1.0,0.0,34.40427760977042,7.8,0.0,,96.96906916748794,75.2185568486897,74.38893839236192
NHANES,134,0,42,0.0,0.0,26.02490904650793,5.4,1.0,,26.57658724671588,35.96316881816095,
NHANES,135,0,54,1.0,0.0,59.1795221470868,5.7,0.0,,32.563359664181924,59.059023857358206,59.38384738902735
NHANES,136,0,55,1.0,1.0,18.366601682682628,5.2,1.0,,26.443136258202586,29.795883331948787,31.413236542357858
NHANES,137,0,48,0.0,0.0,25.363235227866493,5.7,0.0,,25.600167644961022,29.23517705078614,29.74986846045046
NHANES,138,0,42,1.0,0.0,32.06821685128297,4.7,1.0,,23.32548914492893,35.32238208129354,35.66661467758118
NHANES,139,0,78,1.0,0.0,30.357198518460287,5.9,1.0,,46.42834109333503,63.45488514434477,61.158654751527344
NHANES,140,0,80,1.0,0.0,24.265005166097872,5.8,0.0,,28.78339907235124,46.06498797739446,43.62303046136853
NHANES,141,0,48,1.0,0.0,32.439446366782015,6.2,1.0,,78.00147287814745,58.9717648415755,58.922322288449934
NHANES,142,0,76,0.0,0.0,30.42649237828129,5.9,1.0,,47.48528349912145,57.50814997173071,55.9573449159774
NHANES,143,0,80,1.0,0.0,23.98246387310881,6.3,1.0,,80.07217624901139,65.59331978783152,63.0010715260361
NHANES,144,0,40,0.0,1.0,29.209851659844364,5.2,1.0,,25.13002818285539,26.61603388107445,30.19624917716568
NHANES,145,0,73,1.0,1.0,33.704607730363136,5.3,0.0,,26.88743932429017,34.91033762454398,35.75558314840707
NHANES,146,0,62,0.0,0.0,22.82594116492984,6.0,0.0,,29.364345480009813,36.5563736601669,35.99356917102112
NHANES,147,0,71,1.0,1.0,33.659480215433724,7.7,0.0,,91.66768773548016,68.40291271032763,69.44824886982089
NHANES,148,0,80,1.0,0.0,31.43108388583377,6.7,1.0,,94.32389007149489,76.24444178408139,73.84766408228991
NHANES,150,0,40,1.0,1.0,25.604146779140383,5.8,1.0,,36.52555790152836,38.08554163219938,40.99160317724599
NHANES,151,0,72,1.0,1.0,31.11153102134575,5.4,1.0,,27.75854083618815,46.864927153359,47.56580922277119
NHANES,152,0,65,0.0,0.0,27.50270825279878,6.0,1.0,,50.715083540041775,53.27079462653311,52.45138560758752
NHANES,153,0,60,1.0,1.0,28.065224429894204,5.2,0.0,,26.4372615248114,25.341803964093767,26.991785289854075
NHANES,154,0,54,0.0,0.0,22.55354017990837,5.6,0.0,,24.28807496489708,27.9709555569709,27.975526672954544
NHANES,155,0,66,1.0,0.0,26.799668248317257,6.6,1.0,,94.26509975898144,67.0078666748081,65.51395446205633
NHANES,156,0,62,0.0,0.0,25.24471847263313,6.2,0.0,,40.65039499902115,41.0141052098828,40.51639286563402
NHANES,157,0,55,0.0,0.0,35.46874929774123,6.0,1.0,,51.51087212633456,55.1853787887468,55.29441795193552
NHANES,158,0,80,1.0,1.0,30.42649237828129,8.3,0.0,,90.75764773629318,77.84614904677603,78.16814895560981
NHANES,160,0,57,0.0,1.0,26.310538402737347,5.4,0.0,,24.896848798546824,20.69443370815644,23.12177470550858
NHANES,161,0,57,1.0,0.0,29.27520050108251,5.3,1.0,,25.645548298537268,47.08650083049792,46.280837430893975
NHANES,162,0,43,1.0,1.0,24.017767852955284,5.5,1.0,,26.7907586026301,33.77039525116206,36.41109046130218
NHANES,163,0,61,0.0,1.0,44.918487686437736,6.2,1.0,,69.25283523625625,58.40699892595603,60.87159472686154
NHANES,164,0,54,1.0,1.0,28.81469363474123,7.1,1.0,,97.36286094953029,63.47697597232239,65.47232778455293
NHANES,165,0,55,1.0,0.0,26.47371452821579,6.0,0.0,,31.83592091111105,41.93133372291469,41.37238527785863
NHANES,166,0,80,0.0,0.0,33.75562306680169,8.3,1.0,,99.11488609565382,95.27212194246056,93.56821577303656
NHANES,167,0,78,1.0,0.0,31.59988745632924,6.6,1.0,,93.45746973195048,74.2555648219068,72.00655449103198
NHANES,168,0,61,0.0,0.0,38.48693269099972,5.7,0.0,,27.388840483541955,42.353827973446485,42.248612160425246
NHANES,169,0,42,1.0,1.0,46.03689247041047,8.9,1.0,,98.3004716147325,96.5173196847443,99.85993541120114
NHANES,170,0,69,1.0,0.0,32.831117006201175,6.0,0.0,,36.67353074895892,50.89028127505206,49.46931648790239
NHANES,171,0,60,1.0,0.0,22.21995487988753,8.5,0.0,,97.14011816600502,76.41773156366685,75.44546188161497
NHANES,172,0,80,1.0,1.0,30.136053725353698,5.3,0.0,,26.8482149397766,34.904694480376904,35.15022555356965
NHANES,173,0,59,0.0,1.0,27.16573155745944,5.6,1.0,,29.696982520307,37.38035477325001,39.53307835271286
NHANES,174,0,48,1.0,1.0,30.022691035147968,8.7,0.0,,97.58395403825008,72.45927873167767,75.11406652171468
NHANES,175,0,40,0.0,0.0,26.898333484226427,5.3,0.0,,23.9652717270434,21.85126165315912,
NHANES,176,0,73,1.0,0.0,24.050696442821152,8.3,1.0,,98.66665455285715,91.77111415191608,89.73719725315812
NHANES,177,0,80,1.0,1.0,26.647502884071297,5.9,1.0,,36.1589428753749,53.72683529519875,53.74422044644388
NHANES,178,0,53,0.0,0.0,24.507401235173027,5.8,0.0,,26.29142308032939,31.781572489357792,31.912537904303107
NHANES,179,0,82,0.0,1.0,29.625700888034388,5.9,1.0,,34.607757412675134,51.06602148975066,51.6098582120324
NHANES,180,0,55,0.0,0.0,20.05976175175273,4.8,1.0,,23.37971705734452,27.843174385425616,27.539249279150685
NHANES,181,0,67,1.0,0.0,28.396631123050355,5.8,1.0,,41.803463251509655,57.00791813439471,55.46255396456765
NHANES,182,0,80,1.0,1.0,24.720340692457217,6.5,1.0,,74.1955954911541,60.99546692556211,60.9785072699694
NHANES,183,0,80,0.0,0.0,27.923897769140588,5.6,0.0,,25.948067127861066,40.33062123490898,38.57337493226452
NHANES,184,0,80,1.0,0.0,18.92033144698663,5.8,0.0,,28.25786927472349,42.51221197236126,39.93661789059929
NHANES,185,0,59,1.0,0.0,29.26410358039371,5.8,1.0,,42.408090523300814,54.87999588393572,53.93973593463138
NHANES,186,0,69,1.0,1.0,27.73501962252639,5.7,0.0,,28.00117530285728,35.28966690595048,36.2865853753091
NHANES,187,0,67,1.0,0.0,31.01028494565665,6.6,0.0,,86.49536729669624,57.553454200778845,56.24665680443633
NHANES,188,0,42,0.0,0.0,31.31137741595741,5.5,0.0,,25.208435533162504,28.31078592900189,
NHANES,189,0,45,0.0,1.0,25.29978834665883,5.2,1.0,,24.580282534068232,25.707238796447964,28.82505420092873
NHANES,190,0,64,0.0,1.0,27.513675369155568,6.6,0.0,,76.97917507480527,40.96004283539891,42.934661983740384
NHANES,192,0,69,1.0,0.0,27.54696851195371,5.6,1.0,,30.961075146335936,54.26936719159736,52.55229098259759
NHANES,193,0,57,0.0,0.0,37.83721993598536,6.6,1.0,,90.06480970822903,65.98559505856426,66.021842535288
NHANES,194,0,46,0.0,0.0,26.902134483134795,5.8,0.0,,27.08068285576444,31.00693933622036,31.708269351310875
NHANES,195,0,71,0.0,0.0,35.6288397920605,8.5,1.0,,98.07157952798713,96.32457299323494,95.32845892489884
NHANES,196,0,68,0.0,0.0,25.274540344999057,5.4,0.0,,23.49129319429434,31.662777173706324,30.70979468432548
NHANES,197,0,70,1.0,0.0,36.353553920745895,7.2,1.0,,98.15981848152973,83.2605984799342,81.72770291998805
NHANES,198,0,80,1.0,0.0,26.757558500284745,8.7,0.0,,98.5418882851116,89.04531243009181,86.73257784966577
NHANES,199,0,65,1.0,0.0,23.90140221559665,5.9,0.0,,28.406811090648667,42.17718765001253,40.82234725165822
NHANES,200,0,67,0.0,0.0,24.588762354228656,5.4,0.0,,23.405246279332527,30.86884867668824,29.971645982896256
NHANES,201,0,62,0.0,1.0,30.93917976796749,5.1,0.0,,25.938112386377416,21.18675035993477,23.35826991215956
NHANES,202,0,83,1.0,0.0,23.11353539194097,6.3,0.0,,55.464754526376026,53.43851050377428,50.76051613254481
NHANES,203,0,68,0.0,1.0,27.773680021709,6.8,1.0,,94.18234479403786,57.92646276997765,59.46572903953653
NHANES,204,0,55,0.0,0.0,23.85387482204526,5.2,0.0,,23.023919171421102,23.473614142646447,23.428544074137704
NHANES,205,0,61,1.0,0.0,25.9421185554818,6.1,1.0,,70.54794557755409,57.62274473451363,56.46049002865778
NHANES,206,0,65,1.0,0.0,28.66603107526605,5.8,1.0,,42.23593183987345,56.510857168920666,55.11808254402273
NHANES,207,0,72,0.0,0.0,30.187247181804853,6.0,0.0,,32.266541281973694,44.83036858133576,43.72235614712788
NHANES,208,0,68,1.0,1.0,24.426038236977494,5.7,0.0,,27.84746423058793,32.752010995981834,33.739119495991595
NHANES,209,0,80,1.0,1.0,35.87800691282366,5.8,1.0,,35.21633320695037,58.4377009552552,58.68357587610284
NHANES,210,0,68,1.0,0.0,30.003204614645085,6.0,0.0,,34.98848664553058,48.67240735149573,47.25366109507373
NHANES,211,0,63,1.0,1.0,46.39959687578735,6.0,0.0,,38.54144374311305,49.9430297211596,51.85111283305628
NHANES,212,0,51,0.0,1.0,35.02488088236266,6.2,0.0,,44.11236388876982,35.858288182146424,38.95953570088935
NHANES,214,0,77,1.0,0.0,26.788682528201672,7.6,0.0,,97.09394218460116,72.37738202473668,70.25883016208122
NHANES,215,0,69,0.0,1.0,29.37374507079964,9.5,1.0,,99.69163378003334,97.80169880492252,99.3703319470205
NHANES,216,0,64,1.0,0.0,40.14511542403425,8.4,0.0,,97.60890614897018,88.26049371976342,87.44240520098163
NHANES,217,0,40,0.0,0.0,26.74050571193671,5.1,0.0,,23.48989747615848,18.89645575993101,
NHANES,218,0,80,1.0,0.0,33.04925065847341,6.6,0.0,,84.5728076957528,63.3037284826098,61.09986466527168
NHANES,219,0,74,1.0,0.0,26.86197219785878,5.2,0.0,,25.78246875411211,37.21317784532437,35.259873384809914
NHANES,220,0,50,0.0,0.0,31.751618818833155,6.4,1.0,,78.65287840052133,56.72391900791002,57.11387764526656
NHANES,221,0,74,1.0,0.0,27.27739442516763,8.1,1.0,,98.83860519407624,91.40418093321772,89.37340282858547
NHANES,222,0,63,0.0,0.0,30.15493204977781,5.9,1.0,,44.18862562336143,52.93272672301369,52.32317974489135
NHANES,223,0,60,1.0,0.0,44.72875426342903,5.9,1.0,,62.46548914028216,66.92286131936493,66.29865482159272
NHANES,224,0,77,1.0,1.0,35.72113675729656,4.8,0.0,,26.5845753747808,30.478336856044347,31.070761476674942
NHANES,225,0,55,1.0,1.0,38.263449060881,8.7,0.0,,98.35541022089016,80.30366397535174,82.65401369386399
NHANES,226,0,67,1.0,1.0,28.976446288659645,6.0,0.0,,33.45612952767407,39.713582334573296,40.89431528340842
NHANES,227,0,49,1.0,0.0,40.92476349117735,5.4,1.0,,30.0028180149652,53.55072625498396,53.62206602022756
NHANES,228,0,45,1.0,0.0,30.22627198292216,6.9,0.0,,92.47034252751412,53.86959743599777,54.15450657411139
NHANES,229,0,74,0.0,1.0,37.66677753847608,7.1,1.0,,95.78494445749456,70.80598024962873,72.16197048810439
NHANES,230,0,61,0.0,1.0,32.72127054646599,5.8,1.0,,36.36527852096422,44.59933214925932,46.749724938845816
NHANES,231,0,59,0.0,0.0,23.4060633937324,6.0,1.0,,44.25434955475811,48.51920416732744,48.03492456556221
NHANES,233,0,76,1.0,1.0,31.23789156246528,6.2,1.0,,60.14490677635157,59.70077340983709,60.13156300109861
NHANES,234,0,60,0.0,0.0,27.046916476397765,5.6,0.0,,24.417942487031365,32.9862661243431,32.66562757308868
NHANES,235,0,62,1.0,1.0,30.051158035588283,5.9,0.0,,30.779618963195887,37.312681957842685,38.882613652948976
NHANES,236,0,74,1.0,1.0,28.67307910968441,5.8,0.0,,28.98755114685237,39.02852086411566,39.68656729552469
NHANES,237,0,80,0.0,0.0,27.043759397018505,7.3,0.0,,96.43252975472927,63.96965308845893,62.22961726392873
NHANES,238,0,58,1.0,1.0,29.966566297743057,8.2,1.0,,99.0374151545885,81.26935208865095,83.02717368984761
NHANES,239,0,63,0.0,0.0,27.13749616219055,5.7,0.0,,25.087366143651334,35.485633330621695,34.95078617103035
NHANES,240,0,71,1.0,1.0,29.595002405428385,7.3,1.0,,93.46027781499228,72.59275284102137,73.37247384656358
NHANES,241,0,65,1.0,0.0,21.43565396921037,7.7,1.0,,97.65528657806068,78.77857441936366,77.24884465727015
NHANES,242,0,80,1.0,1.0,15.746904907743035,5.4,0.0,,26.85189492586555,26.76471221048688,26.65276835807589
NHANES,243,0,61,0.0,0.0,27.04477536181309,5.5,0.0,,23.840615658363173,31.89796637699074,31.502040620723
NHANES,244,0,54,0.0,0.0,26.2475669151459,7.4,1.0,,96.1521039839394,68.6669422778334,68.65064113523948
NHANES,245,0,73,1.0,0.0,24.035238916020297,5.1,0.0,,25.528112541902647,33.57114135779023,31.617778016845847
NHANES,246,0,55,1.0,0.0,25.34774232919926,6.3,1.0,,83.5234857050738,58.04911725236867,57.31417538998512
NHANES,247,0,42,0.0,0.0,28.92603106586036,5.2,0.0,,23.75040912051112,22.45033065279738,
